electricity,gas,water
330,133,199
1089,131,263
889,149,210
913,150,263
636,134,218
841,111,266
1170,148,229
1050,125,299
521,74,212
1065,60,230
592,131,221
351,58,237
339,111,183
1065,94,197
864,122,297
899,88,207
787,122,249
947,128,182
417,93,204
1166,92,218
659,62,253
1142,64,264
569,83,291
381,93,291
807,61,212
1025,66,268
559,62,172
839,137,231
1079,68,186
909,118,199
367,124,259
763,146,266
409,104,260
617,112,201
800,60,205
1023,114,298
328,124,232
1007,131,274
1164,69,164
889,84,187
1062,56,161
703,82,256
719,112,222
615,119,170
1131,124,218
760,134,293
1125,61,154
612,85,298
327,88,214
364,68,269
1084,140,195
336,115,229
940,150,214
703,130,238
1093,148,215
1095,52,157
948,135,235
1188,104,180
835,143,279
992,102,199
603,63,233
1067,85,164
950,130,240
348,131,205
698,57,157
1191,68,250
950,77,288
1110,73,150
650,134,276
423,116,236
898,94,260
752,82,226
742,146,238
649,75,154
765,66,158
761,115,293
807,141,280
743,57,269
348,144,201
557,56,295
359,87,252
545,64,178
723,142,179
717,119,297
609,127,204
943,50,298
311,57,164
800,116,250
358,84,255
650,116,176
452,132,252
330,99,169
978,79,286
1100,57,261
834,110,248
816,135,192
794,75,253
697,101,153
553,93,181
870,62,193
544,68,264
562,122,239
634,78,236
1183,70,251
662,87,169
599,98,259
870,126,168
596,108,168
771,101,173
977,93,296
519,111,210
614,96,242
1031,72,263
852,59,176
312,100,224
751,89,187
623,122,208
1147,90,212
1003,112,292
739,109,296
1080,136,165
607,107,263
1061,116,161
817,91,209
1098,88,203
554,126,292
670,84,219
534,65,176
536,118,279
646,92,191
450,149,251
507,90,170
860,107,268
933,84,214
993,114,174
1138,136,158
879,87,218
1010,109,199
421,90,178
452,145,237
434,136,161
597,143,245
587,122,160
491,77,268
1109,102,174
1021,94,157
611,77,195
336,135,265
504,121,283
701,145,279
724,122,266
974,130,274
948,102,267
507,63,176
452,150,161
896,91,255
1167,109,205
821,70,218
921,98,268
697,120,229
887,99,296
936,123,297
532,85,270
864,91,293
1058,122,289
825,87,275
786,99,222
444,127,288
755,56,176
728,77,276
330,127,223
495,52,166
1084,78,273
368,141,226
1019,108,164
977,87,217
947,146,258
756,97,253
398,121,233
1099,125,288
1002,52,162
771,95,163
504,81,155
825,149,163
306,112,274
950,143,167
909,129,158
1145,90,296
1183,112,226
335,114,193
679,114,215
544,100,177
672,107,256
391,66,193
1163,125,172
813,54,198
329,122,232
389,75,207
605,145,190
1152,80,232
661,123,154
470,144,249
651,51,292
435,80,268
665,88,206
1015,70,153
532,74,230
304,117,217
663,142,278
875,121,170
821,94,239
527,111,236
825,89,283
933,104,168
776,76,227
980,115,213
1145,114,193
614,81,166
687,119,170
628,68,174
684,87,263
432,58,156
474,145,255
530,112,205
596,60,202
928,67,203
775,116,159
1057,143,260
665,69,225
762,72,249
553,57,224
1031,57,235
698,89,234
874,85,232
736,113,264
1110,132,183
1101,130,173
873,77,277
737,116,295
818,126,184
1129,76,162
846,144,168
1118,82,183
1044,108,198
1069,77,175
617,123,178
601,107,243
866,105,281
768,130,266
631,96,223
791,117,183
938,147,160
415,74,225
759,119,160
1018,64,251
908,119,189
374,76,206
1111,128,160
444,52,245
428,120,160
965,68,291
1066,56,221
420,134,159
395,132,261
1055,133,165
848,128,279
1108,111,230
833,71,169
1185,126,196
986,80,268
583,107,280
803,62,265
862,119,298
1067,97,211
748,108,233
1006,94,275
883,89,293
1014,52,238
824,127,286
1091,116,180
1171,131,171
1097,70,198
708,91,154
549,125,200
851,147,243
829,117,246
785,67,154
671,94,150
941,95,285
888,128,229
1170,130,215
907,66,287
501,88,263
523,110,244
730,133,275
331,55,242
910,121,261
917,81,295
314,120,251
838,93,288
547,66,186
834,98,261
1117,127,164
764,123,204
762,141,240
348,138,260
323,129,179
1074,73,234
1080,89,211
352,88,284
1130,127,300
492,143,256
836,61,203
648,144,238
1185,70,226
1162,124,197
489,139,175
886,59,228
1103,88,226
664,149,282
860,127,259
627,79,274
442,79,218
1010,102,277
693,66,220
589,96,263
654,86,152
601,82,173
1066,93,265
524,141,172
564,92,167
908,125,266
388,94,281
436,127,261
869,128,268
1041,86,163
504,145,293
571,66,225
1069,120,242
1068,98,189
682,88,183
1181,116,272
1103,88,186
540,59,207
531,55,270
1137,111,288
618,146,184
908,100,159
958,129,262
851,57,289
852,91,163
989,58,213
1181,53,170
557,126,266
345,125,221
497,68,221
609,105,207
743,107,271
993,85,257
607,149,166
588,122,182
799,84,233
1148,118,239
682,87,267
737,60,183
337,108,282
845,63,228
1137,86,203
436,115,157
581,114,271
956,127,231
898,61,260
954,128,200
846,136,248
352,56,290
464,130,233
768,96,258
692,78,236
369,145,152
1110,124,188
1173,117,224
773,136,164
728,65,242
659,51,261
726,85,270
945,58,203
730,116,231
1052,53,269
719,66,169
356,55,219
923,90,249
551,137,202
638,99,196
1184,112,215
823,80,256
709,108,183
743,125,184
405,145,200
587,117,263
989,142,297
1142,123,259
546,142,232
1149,54,219
929,148,287
1132,136,292
831,69,222
1063,72,292
819,101,237
398,51,163
366,145,227
1178,127,297
710,74,300
832,60,299
890,98,177
606,57,195
1076,85,190
854,60,264
446,148,221
638,94,220
548,106,297
601,104,250
688,58,222
717,101,163
611,60,230
644,141,275
410,137,243
904,132,275
818,87,191
890,122,187
662,53,257
900,85,214
553,106,225
728,124,211
939,130,189
1022,72,208
616,99,227
739,66,235
783,139,203
935,145,207
1041,145,250
340,59,300
871,148,202
554,68,283
1065,110,255
816,128,273
373,75,197
496,92,176
1074,138,208
664,77,169
880,117,221
1076,128,182
1166,89,254
1072,56,231
1195,81,174
593,108,194
863,132,187
714,50,219
384,70,177
584,130,177
771,136,175
460,145,177
810,96,160
890,146,183
468,146,272
416,106,280
425,59,224
1019,146,166
390,88,153
516,56,293
513,73,220
759,144,259
788,63,299
526,76,188
1090,133,177
760,131,206
1117,118,161
899,65,286
1077,145,253
869,115,166
500,62,278
971,127,270
1192,90,279
636,90,281
792,135,183
482,99,254
411,103,155
688,78,212
692,54,300
1006,84,160
803,87,289
848,100,249
468,127,267
708,107,235
464,51,251
1044,143,197
592,63,270
757,56,208
399,93,164
533,126,224
410,72,253
629,150,214
1048,124,288
362,75,285
958,86,275
535,60,207
920,84,153
797,97,263
975,70,196
946,71,173
474,108,166
321,72,245
342,54,233
1135,82,239
1000,116,273
746,68,187
947,136,224
939,121,238
618,125,298
521,88,181
911,114,155
875,142,282
1114,103,212
498,73,163
985,110,163
774,137,297
858,146,281
1096,87,288
719,89,224
399,86,240
856,104,255
396,84,197
716,93,220
1053,86,216
523,105,217
1180,109,248
1162,97,234
468,127,218
562,148,167
802,82,234
586,142,153
857,92,166
743,121,222
480,111,270
938,68,291
687,148,296
488,55,182
699,135,169
406,101,275
1020,107,250
310,106,165
478,115,250
896,50,285
651,100,268
862,123,228
999,103,205
642,128,271
647,137,154
782,104,289
968,112,224
1052,73,204
680,77,199
839,97,276
414,78,171
738,146,160
404,51,220
953,145,232
395,106,295
837,130,168
720,85,173
720,147,187
774,124,157
679,82,290
760,93,230
547,64,158
345,120,219
350,118,162
888,86,244
932,118,253
1004,143,245
1068,70,242
591,53,193
1087,65,251
436,135,167
1012,84,298
1127,102,195
732,149,162
530,149,275
339,97,177
519,102,180
989,113,288
487,72,202
814,117,176
301,109,177
1041,92,212
484,124,295
555,88,171
547,70,249
304,101,278
371,86,206
395,58,283
430,87,168
649,111,229
1141,76,160
1190,75,228
453,122,196
1028,134,241
357,88,272
662,78,219
1062,81,223
1072,59,196
906,58,174
747,64,237
669,113,235
794,59,172
539,83,240
916,141,198
647,70,171
397,92,237
572,138,242
916,111,286
504,85,207
916,64,290
498,149,293
849,54,163
368,93,194
1009,112,160
1134,138,205
806,96,296
1121,143,261
1134,140,207
788,121,292
1039,76,274
722,102,253
1003,56,271
528,62,247
1179,82,277
469,76,281
819,101,189
457,73,257
1054,65,250
1070,80,281
743,130,188
387,95,258
456,146,270
433,114,229
540,145,197
321,112,281
672,146,183
1120,94,258
1179,81,202
1045,106,192
636,139,212
731,142,206
463,60,297
436,50,229
442,87,248
1087,96,248
358,96,266
501,60,248
421,67,291
1005,65,162
1069,145,263
1146,78,213
324,133,237
405,108,196
707,137,264
804,112,168
662,135,205
866,69,216
1063,71,182
891,122,233
1072,79,160
459,145,244
791,71,300
329,148,242
986,104,239
740,91,167
379,99,278
303,51,164
346,146,208
814,85,228
455,53,293
639,83,249
1091,142,199
380,77,210
329,146,173
771,90,202
692,78,156
658,128,165
636,146,271
1035,149,177
943,140,275
965,149,196
419,52,181
485,137,267
1179,101,183
408,63,286
408,97,227
313,71,256
898,87,199
530,130,252
906,130,267
1023,88,246
1062,111,261
471,99,249
785,86,211
751,129,191
995,147,221
435,64,250
836,69,238
1071,51,232
1071,127,224
1200,53,284
793,56,224
570,67,193
977,114,267
335,68,252
1198,68,154
652,82,201
345,51,265
609,149,214
981,134,287
709,63,261
900,70,275
1000,135,226
1192,94,238
1008,145,246
815,71,270
1157,143,180
1086,143,221
869,54,240
612,144,267
968,88,251
521,91,279
382,92,194
1101,73,155
673,77,158
780,57,227
847,91,218
1006,64,267
729,65,157
525,105,180
894,117,192
723,130,184
976,73,228
1189,101,222
678,132,286
793,89,293
340,96,283
508,102,209
702,102,212
1002,118,238
611,123,274
1098,89,240
422,54,165
1020,73,160
409,74,231
817,125,176
1097,136,201
991,102,156
482,111,295
784,143,256
457,128,198
928,144,213
490,146,173
667,147,215
1102,143,263
457,90,167
746,66,160
852,96,287
321,112,228
413,116,275
1070,70,227
439,63,161
467,70,260
691,149,278
497,114,216
1100,50,256
764,133,204
1168,132,155
979,105,254
1077,111,265
1020,68,295
404,149,206
887,145,157
1196,101,154
1069,140,169
634,53,160
387,150,292
310,91,169
1122,125,187
340,137,245
634,70,256
881,137,169
1014,97,296
397,76,233
772,67,246
1119,100,292
1117,112,241
954,69,257
894,66,254
392,109,151
742,99,241
849,86,246
709,62,266
1163,124,284
926,112,280
620,118,208
335,116,289
624,56,176
479,55,233
529,142,234
708,64,280
836,104,263
814,144,250
545,84,184
787,66,253
375,103,208
962,87,216
1045,109,226
853,86,183
547,147,218
1061,102,183
988,68,234
1103,139,237
888,78,252
881,150,222
1100,75,183
323,138,294
488,111,300
555,129,265
1159,123,154
1176,149,199
1100,105,185
748,65,254
599,105,268
1159,133,294
537,76,260
814,120,250
1140,149,291
585,84,167
958,81,168
356,130,215
684,91,234
1036,79,212
1110,67,268
530,97,272
1000,149,253
845,134,215
890,136,291
1057,73,251
579,138,209
1143,114,172
634,130,161
865,131,208
1064,64,154
768,78,262
489,107,214
351,128,296
464,115,298
1010,102,287
529,135,246
633,55,256
1004,105,229
1175,128,267
1079,118,292
1120,137,280
469,64,177
892,137,296
1138,95,241
1117,71,285
1175,69,212
1140,74,172
855,71,247
1040,145,224
991,138,198
506,64,160
369,70,288
1040,111,272
629,148,211
849,67,217
1128,68,228
720,70,275
926,74,185
990,59,244
631,124,231
381,71,157
848,136,161
853,90,170
770,63,256
833,135,217
487,85,266
1047,105,244
834,131,286
725,65,187
1097,99,164
483,124,192
345,95,188
927,62,257
330,119,239
1076,115,288
529,121,296
908,69,244
608,68,187
1041,95,246
389,54,193
471,84,154
1180,87,221
1110,149,292
638,134,220
902,88,282
561,108,258
411,51,300
1143,98,235
822,58,278
326,63,181
751,50,152
500,134,296
1141,121,257
916,121,190
624,69,174
1188,112,270
784,106,207
886,122,190
354,78,264
826,145,231
583,109,203
377,63,175
755,83,262
1191,80,184
667,101,189
353,71,269
611,137,249
559,130,156
975,137,200
960,129,204
1128,71,299
556,63,218
559,123,235
325,119,162
1136,52,209
953,119,190
663,132,285
1155,131,235
485,96,231
809,53,279
720,126,188
1083,132,166
910,77,295
1051,86,279
700,115,171
464,53,190
930,144,243
1123,105,292
1188,102,150
795,96,230
389,106,260
1040,136,183
1155,117,216
657,89,183
1000,120,218
320,108,227
889,81,176
1154,141,254
819,107,168
819,64,255
1125,82,261
760,149,244
649,69,228
762,139,223
1089,105,296
344,113,223
1118,125,188
439,50,201
580,131,152
660,97,253
529,117,234
972,74,298
1036,119,243
1091,119,272
466,93,205
918,63,159
602,85,288
872,146,201
413,51,257
627,54,261
1100,60,199
1146,113,206
797,54,184
575,71,271
896,124,268
1089,104,208
1135,52,244
1084,109,235
1056,74,236
987,104,289
1138,111,269
1131,127,217
1088,84,152
563,131,178
1099,100,238
398,52,230
1000,94,172
755,111,257
550,77,228
1160,145,239
778,133,171
311,105,157
563,66,241
731,95,273
980,134,172
1020,102,177
1124,102,187
1191,62,244
536,79,171
573,119,256
625,97,245
382,91,199
1055,50,295
773,98,189
1034,64,293
1196,128,285
395,134,242
315,138,228
753,141,151
712,131,171
1000,149,212
716,122,281
554,145,287
840,51,274
1001,57,215
793,80,227
905,103,159
390,124,225
635,85,251
856,113,230
864,100,196
622,66,243
851,141,300
432,144,280
873,86,210
1162,125,234
989,70,200
939,53,157
531,101,229
801,137,245
945,95,272
405,114,292
972,69,193
565,51,251
633,132,269
377,136,150
561,111,295
464,82,203
576,147,258
647,105,167
822,71,205
934,63,256
822,128,217
1015,65,269
1063,74,175
1074,59,153
727,150,300
682,71,225
713,122,155
700,115,180
958,84,196
1155,68,215
1018,62,203
1023,146,198
685,79,258
1037,70,220
713,131,151
346,131,203
964,127,173
664,79,227
574,51,296
1163,149,164
809,124,247
396,54,267
845,126,263
708,67,264
1185,73,268
798,81,229
829,110,224
684,83,292
634,127,219
965,88,260
786,96,278
442,83,160
768,138,287
492,107,162
368,105,179
623,126,220
721,141,234
361,110,204
874,52,289
811,56,162
767,119,186
1011,66,203
1164,100,172
301,56,230
484,59,235
889,141,157
786,61,190
1139,82,204
801,134,299
482,115,274
768,93,195
854,90,299
1086,129,186
558,77,197
918,87,253
1085,108,170
313,53,224
784,117,231
628,149,236
346,146,296
1123,84,275
988,104,266
765,70,238
319,101,200
1100,111,234
871,71,235
1134,132,253
735,96,236
311,114,283
556,117,241
583,86,162
828,56,207
460,125,216
604,130,233
821,124,275
610,102,184
1128,112,235
510,72,211
833,112,257
579,70,220
942,83,265
1176,58,168
652,70,153
967,142,221
1030,131,174
712,148,279
840,76,266
1075,132,258
334,88,237
935,94,285
754,121,205
306,73,156
346,93,234
990,133,209
954,93,154
534,117,165
833,52,295
751,97,296
1132,143,290
393,52,231
1035,112,261
443,140,180
595,76,178
682,89,162
366,85,287
1192,88,261
574,127,288
432,52,198
945,142,278
1034,83,286
423,103,191
969,98,220
701,111,292
439,141,281
747,84,254
837,95,168
879,133,231
777,146,161
545,140,264
904,130,288
1082,56,247
1151,103,152
1128,146,201
861,128,276
1024,144,240
483,122,278
758,57,216
486,71,245
402,116,200
959,117,296
376,51,222
706,55,220
878,89,234
836,85,207
875,88,285
792,121,296
911,63,284
1144,131,253
887,62,182
484,65,243
871,86,172
1146,127,199
684,148,187
1022,98,208
345,120,183
950,106,182
437,132,210
690,87,259
1096,54,228
404,85,233
636,96,267
846,50,215
1145,95,246
374,54,204
384,105,260
530,60,245
392,52,287
370,132,201
839,145,187
378,147,245
958,109,281
954,104,205
483,145,260
327,133,199
1042,68,207
887,131,155
372,98,225
877,70,177
385,50,271
334,97,206
552,133,222
1124,77,189
1137,105,259
676,110,202
985,133,202
765,66,172
958,88,196
323,61,228
871,110,197
1168,150,231
760,60,291
911,53,296
988,148,154
784,150,186
730,124,290
1187,88,159
631,96,281
762,64,265
1137,64,211
1018,54,252
507,137,223
1116,148,285
1064,108,182
429,118,287
996,85,199
1005,77,158
1144,50,205
641,97,247
404,85,219
582,83,200
1056,112,264
564,149,251
448,130,260
953,145,269
870,126,227
1085,53,185
615,80,223
520,95,290
428,140,218
783,67,187
673,107,200
1109,64,250
910,149,278
535,150,219
713,84,163
306,124,188
1016,150,186
574,148,166
503,66,184
845,120,211
576,50,242
926,122,245
756,130,250
906,56,235
776,60,206
830,55,168
525,97,208
427,68,212
727,62,195
724,116,243
899,57,273
995,141,188
1119,100,182
607,80,153
430,109,278
991,91,206
750,63,279
484,79,204
392,121,260
474,136,180
519,92,247
384,82,232
1091,75,246
561,64,191
1046,92,177
859,88,164
1047,82,283
1017,75,156
883,135,278
550,87,268
846,106,267
894,125,210
386,116,158
790,95,244
1086,104,288
568,133,174
346,112,279
868,105,195
675,90,263
1182,98,218
1029,80,291
1188,110,161
484,64,220
344,100,223
335,85,248
778,103,229
481,74,267
917,138,291
745,68,259
1065,64,206
717,104,295
1073,69,257
656,70,274
664,79,174
913,56,177
308,72,152
821,78,173
375,67,197
647,64,294
418,74,157
684,77,287
1098,78,199
347,139,212
1194,79,189
978,141,250
534,70,233
981,116,282
853,54,259
1082,128,162
1081,132,177
578,77,174
1095,83,228
1012,109,201
1143,139,198
590,134,201
1097,128,189
1089,104,175
461,130,179
1070,67,166
307,82,296
478,62,269
969,78,248
812,148,286
1150,147,300
868,56,211
970,149,204
414,67,173
415,143,211
970,130,190
823,144,219
746,112,300
1160,103,247
827,60,264
677,121,276
644,83,182
893,117,191
854,114,233
814,109,164
640,57,226
717,140,162
709,109,204
809,72,163
1002,61,294
1026,125,176
624,142,158
793,72,275
603,80,231
678,148,290
934,102,214
839,65,168
1124,59,284
1138,139,235
435,84,186
919,77,214
525,58,296
888,59,160
732,124,203
664,134,168
468,131,291
598,81,180
839,112,216
362,93,238
790,104,182
709,84,235
945,128,294
1066,108,240
974,87,161
590,67,165
762,119,266
358,58,188
938,146,298
903,77,260
966,88,201
976,113,269
1035,73,247
999,119,289
429,97,180
930,85,183
774,74,236
489,108,178
546,146,179
1012,58,206
824,127,185
1165,75,223
1063,97,155
1166,67,284
1112,105,287
459,77,207
989,96,216
1085,53,188
1039,80,218
579,62,263
1144,139,179
858,71,297
794,127,189
304,101,277
557,83,173
968,135,169
945,149,170
652,147,261
1187,50,299
1081,114,151
1173,82,230
334,98,260
1086,115,166
852,62,192
997,108,244
1095,125,163
521,96,157
467,128,182
1182,69,158
452,115,173
382,66,217
760,68,189
690,127,157
966,66,156
643,114,259
703,147,220
475,98,231
523,132,259
666,131,165
322,64,242
553,110,213
961,64,294
354,57,258
1192,117,194
878,117,150
366,122,227
1156,67,294
995,102,243
761,51,271
839,57,244
370,146,214
716,70,204
550,100,244
1090,56,153
546,120,162
623,144,248
608,84,166
403,145,205
1038,98,251
1030,143,246
1017,116,263
452,105,177
496,142,193
600,126,254
1187,141,157
697,90,287
714,80,293
841,138,222
347,143,184
539,134,151
910,61,244
1171,144,186
679,100,210
1038,122,180
759,73,160
789,137,187
698,146,153
702,77,158
1139,118,229
750,114,274
1141,138,228
390,111,268
607,128,180
813,114,181
1050,92,233
979,54,295
702,92,169
692,120,212
322,111,289
379,71,231
338,124,254
806,57,190
691,134,171
893,131,189
943,117,252
422,136,295
1100,148,160
314,94,285
331,134,165
1085,51,226
908,59,213
460,132,195
901,60,153
334,150,242
397,147,298
657,63,183
1042,76,202
437,65,266
1192,83,183
593,101,199
387,61,246
862,89,257
301,52,156
451,120,297
902,97,233
1154,96,248
1008,148,279
390,124,216
851,72,216
1074,119,276
707,57,232
539,123,163
1106,101,247
905,79,248
1194,62,188
758,82,205
779,59,275
438,90,202
1170,105,224
452,116,208
753,129,277
1157,124,209
1020,59,273
672,76,231
500,133,223
349,51,258
900,134,188
389,91,193
1176,95,260
1186,147,166
1131,60,198
818,77,241
759,115,228
448,74,151
391,93,239
906,105,282
907,82,221
428,116,295
1132,75,288
555,50,268
314,147,164
1134,100,178
1154,116,194
1128,59,266
824,59,155
973,107,232
348,67,297
1131,139,185
927,81,210
637,147,163
1017,84,161
520,145,214
924,95,154
828,137,265
1027,73,247
561,112,298
549,72,231
981,74,226
1073,113,182
963,129,252
876,117,171
1096,126,273
666,120,201
739,86,273
969,94,167
1094,75,219
1040,103,151
769,90,290
832,147,267
663,104,219
572,83,281
604,89,213
1156,125,156
1162,115,228
827,89,222
1180,130,151
429,121,272
986,69,181
445,111,265
1193,75,257
1135,62,285
424,53,254
949,112,282
921,118,165
319,138,197
623,68,266
359,88,210
549,103,232
945,73,205
486,131,286
463,51,171
811,59,193
549,57,158
700,86,181
335,104,232
735,64,254
772,51,163
675,108,204
1116,141,268
333,88,284
540,143,197
628,51,174
1068,53,220
438,59,189
1046,83,238
403,132,298
894,56,231
1128,64,164
334,113,252
571,101,167
603,136,251
402,126,262
358,91,182
495,69,287
394,76,226
360,55,262
1007,72,243
669,91,178
938,144,286
397,137,168
367,67,267
1070,53,222
743,113,266
888,93,293
615,64,164
426,138,189
614,107,253
880,129,205
963,62,196
609,129,281
468,128,212
1039,91,174
1129,126,228
721,87,295
332,76,259
1048,105,252
560,91,273
1099,76,268
1042,63,248
589,86,266
671,89,297
710,84,270
516,67,264
982,78,258
615,140,267
815,107,160
1145,99,153
1168,100,150
1167,67,151
606,74,288
791,53,156
992,55,166
668,135,166
307,93,196
1052,144,222
652,123,284
526,81,205
352,91,245
1132,92,214
372,54,190
1008,60,196
883,132,218
360,64,261
1080,90,213
1085,126,193
408,74,189
304,89,279
791,94,227
893,85,269
966,136,196
761,59,190
564,133,179
1136,123,188
1024,96,268
487,127,154
548,63,197
1065,134,195
1036,64,200
465,54,252
1146,100,272
828,102,276
651,102,299
524,52,271
910,141,166
983,57,254
1072,106,291
1004,90,266
748,100,166
601,58,177
403,120,224
520,133,173
535,67,216
694,89,255
576,86,263
674,67,293
518,123,192
1136,51,291
708,58,229
871,53,215
662,84,270
961,52,296
939,98,182
498,66,249
928,90,299
341,113,176
1170,68,159
536,129,177
1005,98,166
727,97,237
731,81,276
615,140,295
1011,68,184
949,112,252
819,86,235
731,81,247
413,60,200
979,52,164
786,111,222
666,132,293
766,122,273
795,136,281
1096,150,296
929,92,297
345,127,203
1016,76,203
996,144,274
509,79,256
418,127,263
1002,101,274
595,66,292
507,85,152
984,129,254
858,81,291
592,65,277
1097,62,197
1106,143,151
728,83,277
408,122,197
535,100,241
492,69,162
999,62,150
527,100,280
516,84,208
535,66,227
844,143,280
362,70,294
577,91,219
1010,120,216
756,54,186
594,81,228
1133,132,239
678,89,256
1055,85,258
1186,73,219
711,121,154
433,81,267
1127,62,252
715,117,205
945,82,274
1167,72,279
930,123,231
968,122,260
660,102,210
926,76,165
1140,103,248
863,127,196
710,106,298
397,132,220
1059,118,250
579,146,170
901,104,299
657,88,264
722,109,235
1179,103,162
359,60,276
1028,98,215
1018,96,296
1024,130,227
1168,136,179
747,99,150
1180,79,242
515,103,241
1043,135,174
357,106,244
1149,125,192
931,73,277
337,78,274
824,50,154
1155,116,186
623,97,185
968,123,275
1058,89,268
666,105,295
1064,142,168
1124,50,223
1107,58,239
1105,85,265
719,108,205
448,120,159
639,60,175
669,106,169
794,120,233
1186,92,189
435,79,216
1102,84,224
954,142,160
1127,101,171
1177,109,192
879,107,292
874,128,182
703,133,206
575,80,226
461,107,285
357,102,300
1051,54,161
821,58,239
907,96,222
381,127,185
624,144,159
839,73,277
498,93,170
827,146,192
504,132,267
488,106,241
573,52,214
816,82,282
396,87,297
797,99,246
722,147,152
760,101,243
827,116,201
774,62,202
928,83,169
412,54,204
331,53,206
530,128,158
991,57,176
303,109,231
1064,143,224
1076,78,214
535,137,203
1046,138,251
945,127,188
908,80,213
1153,65,235
474,92,290
954,123,289
1038,62,182
871,65,276
522,114,262
318,94,196
835,117,272
796,70,161
1020,146,235
625,85,177
426,111,173
873,105,229
348,127,273
494,70,281
836,103,224
1058,131,177
479,103,218
928,134,262
520,80,214
701,70,288
1023,86,257
589,86,177
546,68,194
582,87,190
924,144,290
1019,87,291
664,148,211
1072,73,153
871,81,285
981,85,156
1055,145,150
718,129,239
563,137,181
403,121,192
1142,61,181
842,145,212
1107,70,152
669,50,189
831,58,185
633,56,239
303,149,219
532,136,287
1179,84,171
921,144,249
549,119,216
845,67,269
1119,53,235
1086,75,294
945,80,191
348,71,298
418,80,184
502,88,233
805,101,160
869,57,153
440,79,154
405,84,238
838,131,258
584,107,207
593,76,206
1023,130,284
1107,141,166
532,117,188
593,73,200
873,59,260
963,95,232
457,129,176
878,112,177
574,62,249
560,106,296
432,138,204
716,51,218
700,77,271
362,143,233
588,58,163
816,63,189
591,79,193
1124,83,152
513,120,233
577,128,262
1013,69,300
786,97,185
485,57,157
595,66,183
901,104,154
523,98,214
1051,63,229
349,112,242
667,84,233
774,113,220
597,51,196
709,103,252
754,98,188
319,135,167
759,63,170
882,145,299
768,55,186
1021,55,271
1198,101,244
665,87,252
578,99,268
493,71,273
463,101,259
509,77,218
605,123,263
869,88,274
516,58,175
355,62,234
546,126,266
812,114,150
794,99,187
476,78,277
332,72,195
639,82,235
1014,139,206
1037,112,254
580,83,257
987,110,166
1045,66,256
652,78,235
1011,139,166
954,114,225
811,115,252
486,50,181
730,62,175
499,55,227
577,140,264
857,93,292
331,107,300
1023,93,157
928,107,240
780,73,254
811,75,194
637,66,209
764,137,191
1181,95,197
657,69,280
1079,111,299
619,96,290
368,111,247
1074,61,180
843,128,298
1192,148,210
387,122,175
547,97,226
642,50,178
311,115,159
409,81,245
1160,106,228
520,140,190
1052,74,221
822,66,201
492,107,257
587,111,274
1161,135,163
357,63,245
654,70,181
772,103,282
1178,91,224
575,98,189
891,64,255
313,54,213
960,53,187
1049,123,248
918,97,160
545,119,283
353,110,290
556,117,152
716,105,228
874,52,242
655,125,272
942,125,174
817,128,244
650,51,290
587,87,176
1045,80,276
741,135,219
516,126,289
305,57,240
738,85,246
1014,91,275
528,103,277
823,67,300
650,90,203
471,103,184
395,55,300
467,62,227
476,139,256
1081,135,182
417,127,159
710,61,260
896,83,169
1136,84,214
614,128,282
707,102,241
1122,119,237
678,135,261
595,106,297
946,124,182
1065,103,246
1079,98,201
480,146,267
375,80,185
650,112,267
836,101,297
1142,88,276
997,104,227
1145,128,226
544,149,212
1136,78,166
1101,131,183
470,144,248
398,53,164
438,66,254
862,117,221
605,50,276
1007,89,282
487,89,184
333,113,271
400,130,223
913,81,197
1008,86,294
1108,117,276
581,131,218
416,129,296
780,97,240
908,74,244
1162,148,162
602,79,201
702,66,251
408,100,246
576,59,167
1196,69,241
418,106,280
608,51,298
492,111,246
345,96,227
336,94,228
1191,99,231
1037,127,189
302,142,162
612,104,268
938,118,233
1117,65,271
768,131,242
548,82,196
536,132,222
581,135,236
1183,61,180
813,136,197
492,84,231
982,108,184
1126,88,217
976,128,206
1163,124,164
378,97,269
805,85,232
741,66,181
505,118,161
652,78,195
1071,125,247
587,132,268
1102,63,241
1113,72,264
777,61,271
472,68,262
542,110,189
581,123,188
593,88,192
453,112,232
841,93,159
934,56,215
341,77,209
766,146,201
466,65,170
854,55,223
1050,95,213
848,63,271
440,87,227
862,101,192
416,83,205
518,95,155
873,136,238
1097,90,262
441,97,173
944,77,283
572,59,243
326,102,274
818,125,223
511,136,172
829,144,185
1080,109,269
981,69,213
628,80,246
1006,146,269
356,147,203
951,81,165
558,74,285
767,88,168
432,137,211
625,80,170
337,99,280
363,141,246
635,62,222
305,60,208
988,58,239
547,149,166
1091,69,274
883,85,291
465,128,264
902,93,208
751,84,197
1073,68,176
600,64,162
1169,75,281
303,142,262
469,83,216
594,53,153
1163,88,171
821,133,261
324,56,156
898,136,203
1129,69,209
487,100,167
1068,64,179
731,61,241
480,72,249
1066,62,220
453,119,226
706,119,246
619,80,206
628,59,278
390,111,231
797,146,218
541,114,252
374,77,222
867,143,157
349,115,187
463,118,185
817,121,222
788,65,260
663,127,163
1049,80,283
541,150,202
979,84,227
801,83,204
1174,134,242
305,74,220
325,139,297
592,112,256
445,123,197
706,128,188
633,95,249
361,139,227
1067,72,178
716,56,247
486,68,204
571,59,277
468,145,287
387,133,232
766,71,181
473,98,150
617,92,300
865,119,231
818,50,272
471,142,211
312,83,198
923,60,262
905,122,294
